#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Guns.png (892 x 464)
# $TexturePacker:SmartUpdate:c022dad3267a83ba81b69a2281a73031:8420a1cde7278d2c053827473f98f5eb:7776c10cf51089ac9560b2fb64f1143a$
#

Ghost/28;0;603;371;27;27;27;27;0.5;0.5
Ghost/29;0;632;370;27;27;27;27;0.5;0.5
Ghost/30;0;81;408;27;27;27;27;0.5;0.5
Ghost/31;0;110;408;27;27;27;27;0.5;0.5
Ghost/32;0;139;408;27;27;27;27;0.5;0.5
Ghost/33;0;168;408;27;27;27;27;0.5;0.5
Ghost/34;0;197;408;27;27;27;27;0.5;0.5
Ghost/35;0;226;408;27;27;27;27;0.5;0.5
Ghost/36;0;255;406;27;27;27;27;0.5;0.5
Ghost/37;0;284;405;27;27;27;27;0.5;0.5
Ghost/38;0;313;405;27;27;27;27;0.5;0.5
Ghost/39;0;342;401;27;27;27;27;0.5;0.5
Ghost/40;0;400;401;27;27;27;27;0.5;0.5
Ghost/41;0;429;401;27;27;27;27;0.5;0.5
Ghost/42;0;458;401;27;27;27;27;0.5;0.5
Ghost/43;0;487;401;27;27;27;27;0.5;0.5
Ghost/44;0;516;401;27;27;27;27;0.5;0.5
Ghost/45;0;545;400;27;27;27;27;0.5;0.5
Ghost/46;0;574;400;27;27;27;27;0.5;0.5
Ghost/47;0;603;400;27;27;27;27;0.5;0.5
Ghost/48;0;632;399;27;27;27;27;0.5;0.5
Ghost/49;0;661;399;27;27;27;27;0.5;0.5
Ghost/50;0;719;372;27;27;27;27;0.5;0.5
Ghost/51;0;690;401;27;27;27;27;0.5;0.5
Ghost/52;0;719;401;27;27;27;27;0.5;0.5
Ghost/53;0;748;376;27;27;27;27;0.5;0.5
Ghost/54;0;777;376;27;27;27;27;0.5;0.5
Ghost/55;0;748;405;27;27;27;27;0.5;0.5
Ghost/56;0;777;405;27;27;27;27;0.5;0.5
Ghost/57;0;806;376;27;27;27;27;0.5;0.5
Ghost/58;0;806;405;27;27;27;27;0.5;0.5
Ghost/59;0;824;197;27;27;27;27;0.5;0.5
Ghost/60;0;820;255;27;27;27;27;0.5;0.5
Ghost/61;0;829;284;27;27;27;27;0.5;0.5
Ghost/62;0;829;313;27;27;27;27;0.5;0.5
Ghost/63;0;829;342;27;27;27;27;0.5;0.5
Ghost/64;0;835;371;27;27;27;27;0.5;0.5
Ghost/65;0;835;400;27;27;27;27;0.5;0.5
Ghost/66;0;864;97;27;27;27;27;0.5;0.5
Ghost/67;0;864;126;27;27;27;27;0.5;0.5
Ghost/68;0;864;155;27;27;27;27;0.5;0.5
Ghost/69;0;864;184;27;27;27;27;0.5;0.5
Ghost/70;0;864;242;27;27;27;27;0.5;0.5
Ghost/71;0;864;271;27;27;27;27;0.5;0.5
Ghost/72;0;864;300;27;27;27;27;0.5;0.5
Ghost/73;0;864;329;27;27;27;27;0.5;0.5
Ghost/74;0;864;358;27;27;27;27;0.5;0.5
Ghost/75;0;864;387;27;27;27;27;0.5;0.5
Ghost/76;0;864;416;27;27;27;27;0.5;0.5
Ghost/77;0;835;429;27;27;27;27;0.5;0.5
Ghost/78;0;342;430;27;27;27;27;0.5;0.5
Ghost/79;0;371;430;27;27;27;27;0.5;0.5
Ghost/80;0;429;430;27;27;27;27;0.5;0.5
Ghost/81;0;458;430;27;27;27;27;0.5;0.5
Ghost/82;0;487;430;27;27;27;27;0.5;0.5
Ghost/83;0;516;430;27;27;27;27;0.5;0.5
Ghost/84;0;545;429;27;27;27;27;0.5;0.5
Ghost/85;0;574;429;27;27;27;27;0.5;0.5
Ghost/86;0;603;429;27;27;27;27;0.5;0.5
Ghost/87;0;632;428;27;27;27;27;0.5;0.5
Ghost/88;0;661;428;27;27;27;27;0.5;0.5
Ghost/89;0;690;430;27;27;27;27;0.5;0.5
Ghost/90;0;748;434;27;27;27;27;0.5;0.5
Ghost/91;0;777;434;27;27;27;27;0.5;0.5
Ghost/92;0;806;434;27;27;27;27;0.5;0.5
Ghost/93;0;828;99;27;27;27;27;0.5;0.5
Ghost/94;0;828;128;27;27;27;27;0.5;0.5
Ghost/95;0;828;157;27;27;27;27;0.5;0.5
Ghost/96;0;255;435;27;27;27;27;0.5;0.5
Ghost/97;0;284;434;27;27;27;27;0.5;0.5
Ghost/98;0;313;434;27;27;27;27;0.5;0.5
Ghost/99;0;31;420;27;27;27;27;0.5;0.5
Ghost/100;0;162;321;27;27;27;27;0.5;0.5
Ghost/101;0;191;321;27;27;27;27;0.5;0.5
Ghost/102;0;104;350;27;27;27;27;0.5;0.5
Ghost/103;0;133;350;27;27;27;27;0.5;0.5
Ghost/104;0;162;350;27;27;27;27;0.5;0.5
Ghost/105;0;191;350;27;27;27;27;0.5;0.5
Ghost/106;0;220;321;27;27;27;27;0.5;0.5
Ghost/107;0;220;350;27;27;27;27;0.5;0.5
Ghost/108;0;249;319;27;27;27;27;0.5;0.5
Ghost/109;0;249;348;27;27;27;27;0.5;0.5
Ghost/110;0;278;347;27;27;27;27;0.5;0.5
Ghost/111;0;307;318;27;27;27;27;0.5;0.5
Ghost/112;0;307;347;27;27;27;27;0.5;0.5
Ghost/113;0;336;314;27;27;27;27;0.5;0.5
Ghost/114;0;336;343;27;27;27;27;0.5;0.5
Ghost/115;0;365;314;27;27;27;27;0.5;0.5
Ghost/116;0;365;343;27;27;27;27;0.5;0.5
Ghost/117;0;394;314;27;27;27;27;0.5;0.5
Ghost/118;0;394;343;27;27;27;27;0.5;0.5
Ghost/119;0;423;314;27;27;27;27;0.5;0.5
Ghost/120;0;452;314;27;27;27;27;0.5;0.5
Ghost/121;0;452;343;27;27;27;27;0.5;0.5
Ghost/122;0;481;314;27;27;27;27;0.5;0.5
Ghost/123;0;481;343;27;27;27;27;0.5;0.5
Ghost/124;0;510;314;27;27;27;27;0.5;0.5
Ghost/125;0;510;343;27;27;27;27;0.5;0.5
Ghost/126;0;539;313;27;27;27;27;0.5;0.5
Ghost/127;0;568;313;27;27;27;27;0.5;0.5
Ghost/128;0;539;342;27;27;27;27;0.5;0.5
Ghost/129;0;568;342;27;27;27;27;0.5;0.5
Ghost/130;0;597;342;27;27;27;27;0.5;0.5
Ghost/131;0;626;312;27;27;27;27;0.5;0.5
Ghost/132;0;655;312;27;27;27;27;0.5;0.5
Ghost/133;0;626;341;27;27;27;27;0.5;0.5
Ghost/134;0;684;312;27;27;27;27;0.5;0.5
Ghost/135;0;655;341;27;27;27;27;0.5;0.5
Ghost/136;0;684;341;27;27;27;27;0.5;0.5
Ghost/137;0;713;314;27;27;27;27;0.5;0.5
Ghost/138;0;713;343;27;27;27;27;0.5;0.5
Ghost/139;0;742;314;27;27;27;27;0.5;0.5
Ghost/140;0;771;289;27;27;27;27;0.5;0.5
Ghost/141;0;771;318;27;27;27;27;0.5;0.5
Ghost/142;0;771;347;27;27;27;27;0.5;0.5
Ghost/143;0;800;289;27;27;27;27;0.5;0.5
Ghost/144;0;800;318;27;27;27;27;0.5;0.5
Ghost/145;0;800;347;27;27;27;27;0.5;0.5
Ghost/146;0;81;379;27;27;27;27;0.5;0.5
Ghost/147;0;110;379;27;27;27;27;0.5;0.5
Ghost/148;0;139;379;27;27;27;27;0.5;0.5
Ghost/149;0;168;379;27;27;27;27;0.5;0.5
Gun/bullet;0;342;459;4;4;4;4;0.5;0.5
JadeRabbit/hero;0;1;1;768;288;768;288;0.5;0.5
JadeRabbit/item;0;771;272;39;15;39;15;0.5;0.5
JadeRabbit/popup;0;1;291;77;29;77;29;0.5;0.5
